614809,CCXEDR-D0047-C003-L7,5.0
614799,LCXLM1-K0024-H700,923.0
614788,IC8-RDO-M-CC-WR,150.0
614787,ICL-F-RDO-M-CC-WR,4.0
614787,ICL-F-DUAL-RDO-M-CC-WR,52.0
614787,ICL-F-TRIP-RDO-M-CC-WR,10.0
614786,FFWLCSC42-JXF010,10.0
614786,GLC-LH-SM,10.0
614786,13-2903-00306,1000.0
614785,DP-RP-06-UKS,18.0
614785,DP-KP-KAR,50.0
614785,03-1504-00027,46.0
614766,50119,1000.0
614766,PMD-HT-0139,500.0
614767,BSP-4,300.0
614767,1652RT,300.0
614767,PMD-HT-0287,20.0
614767,21-3690-00016,50.0
614767,21-3690-00017,50.0
614767,21-3690-00018,50.0
614767,21-3690-00019,50.0
614768,7715735,4.0
614768,7980100,4.0
614768,7119250,4.0
614768,7705235,4.0
614769,E0075,507.0
614769,BSP-3,300.0
614769,GNA_F_00868657,36.0
614769,ES1075,1000.0
614770,CCXEDR-D0047-C003-L7,10.0
614771,024EEU-13122A2G,24067.0
614772,03-1605-00062,2000.0
614772,07-1502-00052,290.0
614772,13-0806-00019,200.0
614772,CCAAGB-G1002-A020-C0,300.0
614780,SPH-01P,160.0
614780,CCHEP-1111BB,160.0
614781,RG-180F,57.0
614782,DK7721,1.0
614782,XDS,1.0
614782,XMIC+,3.0
614782,XFOC,1.0
614782,RFAN,1.0
614782,X19-3RU,1.0
614782,RMF,4.0
614783,BELDEN 4000UE,10.0
614784,CCXEDR-D0047-C003-L7,15.0
614733,C9K-PWR-650WAC-R/2,1.0
614733,C9500-48Y4C-A,1.0
614733,C9K-PWR-650WAC-R/2,1.0
614733,C9500-48Y4C-A,1.0
614734,21-3690-00017,50.0
614734,21-3690-00016,50.0
614734,21-3690-00018,50.0
614734,50119,6000.0
614734,OC-40 -040-005-0001,10.0
614734,PMD-HT-0287,10.0
614734,OC-40 -040-003-0162,10.0
Not Found,7979815,7.0
Not Found,E-CASE-F2525/12,50.0
614742,LS0HLT075,10.0
614742,FLCNU100-LS,5.0
614742,21-3690-00017,60.0
614742,21-3690-00016,60.0
614742,21-3690-00018,60.0
614742,21-3690-00019,60.0
